Number_of_announcements,Number_of_announced_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Number_of_duplicate_announcements,Maximum_edit_distance,Maximum_AS_path_length,Number_of_Interior_Gateway_Protocol_IGP_packets,Labels
60,129,6,7,32,1.1,15,61,Normal
52,108,6,6,29,0.9,14,53,Normal
52,102,6,6,25,0.9,11,53,Normal
59,96,6,6,32,1.1,13,60,Normal
48,55,7,7,14,0.9,15,46,Normal
71,83,8,8,37,1.3,16,70,Normal
63,95,7,7,37,1.1,16,60,Normal
70,108,6,6,42,1.3,13,69,Normal
35,51,6,5,17,0.7,7,34,Normal
44,84,5,5,29,0.8,7,43,Normal
79,305,6,6,59,1.4,12,74,Normal
103,364,7,7,143,1.8,12,97,Normal
90,302,8,8,142,1.6,29,90,Normal
50,123,7,7,36,1,15,50,Normal
54,256,5,5,122,1,10,54,Normal
232,1031,6,6,440,4.1,10,230,Normal
151,1002,6,6,213,2.7,9,142,Normal
126,524,5,5,46,2.2,9,124,Normal
58,189,7,7,97,1.1,13,58,Normal
160,455,5,5,259,2.7,8,159,Normal
172,623,5,6,197,3,10,173,Normal
83,441,6,6,208,1.5,8,84,Normal
102,508,5,5,161,1.8,7,95,Normal
106,303,6,7,113,1.9,12,109,Normal
72,209,6,6,92,1.4,14,74,Normal
70,110,6,7,42,1.4,16,73,Normal
71,118,8,8,32,1.3,19,71,Normal
55,139,9,10,41,1.1,29,59,Normal
94,342,8,9,169,1.7,30,97,Normal
97,173,7,7,58,1.8,27,98,Normal
90,188,7,7,50,1.7,17,88,Normal
50,64,6,6,24,0.9,8,46,Normal
36,56,6,6,20,0.7,15,35,Normal
74,140,6,6,53,1.3,15,72,Normal
277,817,5,5,1110,4.8,12,273,Normal
32,53,5,5,14,0.6,8,30,Normal
59,103,5,5,33,1.1,8,58,Normal
65,157,6,7,68,1.2,13,69,Normal
68,158,7,7,56,1.2,14,67,Normal
38,96,6,6,68,0.8,10,42,Normal
48,120,6,6,38,1,16,51,Normal
61,116,6,6,43,1.1,12,60,Normal
88,168,6,7,78,1.7,19,90,Normal
80,149,6,6,39,1.5,17,84,Normal
121,569,8,8,266,2.2,31,122,Normal
70,361,9,9,344,1.3,29,70,Normal
116,315,7,8,109,2.1,15,112,Normal
52,164,8,8,69,1,16,55,Normal
117,457,7,7,128,2.1,14,120,Normal
116,487,6,7,160,2.1,15,118,Normal
91,355,6,6,240,1.7,12,87,Normal
56,133,6,6,59,1,13,56,Normal
87,400,7,7,116,1.5,14,89,Normal
41,84,6,6,29,0.8,12,44,Normal
78,188,6,7,53,1.5,15,84,Normal
163,299,7,7,127,3,20,167,Normal
82,146,7,7,72,1.5,15,82,Normal
49,81,5,5,29,0.9,15,45,Normal
53,67,5,5,19,0.9,8,48,Normal
82,121,6,6,47,1.5,15,74,Normal
68,97,6,6,37,1.2,12,62,Normal
41,74,5,5,23,0.8,11,41,Normal
145,426,6,6,68,2.6,16,144,Normal
156,306,6,6,144,2.8,17,156,Normal
85,148,7,7,37,1.6,15,91,Normal
8547,41692,5,5,21130,142,16,8555,Normal
7741,46461,5,5,47382,129,19,7743,Normal
13676,66267,5,5,41426,228,23,13678,Normal
7416,37456,5,5,18964,123,38,7426,Normal
58,97,9,9,36,1.2,38,63,Normal
58,109,7,7,46,1.1,38,62,Normal
54,94,6,6,20,1.1,22,58,Normal
35,44,8,7,12,0.8,15,40,Normal
53,73,7,8,20,1,17,57,Normal
65,151,7,8,53,1.2,19,67,Normal
116,255,7,7,98,2.1,17,112,Normal
99,178,6,6,49,1.7,16,99,Normal
91,232,7,7,86,1.7,15,96,Normal
48,96,6,6,44,0.9,15,51,Normal
64,186,7,8,46,1.2,15,68,Normal
65,154,9,9,52,1.2,21,66,Normal
74,148,8,8,68,1.4,16,74,Normal
67,141,7,7,55,1.1,20,67,Normal
46,108,6,6,43,0.8,9,46,Normal
60,136,7,7,41,1.2,15,63,Normal
112,277,6,7,104,2,15,111,Normal
164,401,7,7,159,2.8,14,158,Normal
109,298,6,6,113,1.9,13,102,Normal
103,221,6,6,77,1.8,13,101,Normal
191,566,5,6,243,3.3,11,189,Normal
113,305,7,7,163,2,29,111,Normal
83,268,7,7,63,1.5,16,82,Normal
88,235,7,7,45,1.6,17,87,Normal
113,245,6,6,89,2.1,15,113,Normal
108,167,6,6,59,1.9,11,106,Normal
123,206,7,7,75,2.2,15,123,Normal
152,421,7,7,176,2.8,15,154,Normal
123,272,7,7,86,2.3,14,127,Normal
67,171,6,6,80,1.2,17,69,Normal
60,179,6,6,77,1.1,17,62,Normal
97,215,6,6,48,1.9,10,96,Normal
78,104,6,6,35,1.5,14,76,Normal
59,75,6,6,29,1.1,12,56,Normal
53,96,6,6,56,1,11,56,Normal
49,194,5,6,57,1,11,52,Normal
75,199,7,7,56,1.4,14,78,Normal
73,145,8,8,41,1.4,17,74,Normal
41,65,9,9,22,0.8,21,43,Normal
85,114,7,7,43,1.6,28,81,Normal
53,89,7,7,24,1,24,50,Normal
37,53,6,6,20,0.8,11,41,Normal
56,91,7,7,41,1,14,55,Normal
52,116,5,5,52,1,10,52,Normal
56,100,6,6,26,1,12,53,Normal
42,85,5,5,24,0.8,14,36,Normal
43,112,7,7,40,0.9,17,43,Normal
83,156,7,7,66,1.5,17,83,Normal
93,208,7,7,50,1.6,14,91,Normal
126,211,7,7,119,2.2,17,124,Normal
77,151,6,6,70,1.4,19,74,Normal
122,185,7,7,88,2.2,12,114,Normal
150,210,8,8,68,2.6,14,141,Normal
125,180,8,8,63,2.2,15,117,Normal
124,179,8,8,84,2.2,29,121,Normal
99,156,8,8,48,1.8,16,99,Normal
82,141,6,6,45,1.5,12,82,Normal
94,175,5,6,77,1.7,9,90,Normal
52,101,6,6,36,100,10,51,Normal
115,245,6,6,84,2,13,115,Normal
105,222,6,6,82,1.9,12,105,Normal
75,194,6,6,76,1.4,10,73,Normal
122,173,7,7,56,2.1,16,117,Normal
72,92,7,7,31,1.3,18,65,Normal
116,144,7,7,54,2.1,18,109,Normal
76,136,6,7,45,1.3,14,69,Normal
97,187,7,7,59,1.8,12,90,Normal
109,188,7,7,86,1.9,29,99,Normal
111,145,7,7,47,1.9,16,99,Normal
64,104,6,7,37,1.1,16,64,Normal
76,106,7,7,58,1.4,16,76,Normal
72,111,6,6,58,1.3,12,72,Normal
97,134,6,6,38,1.7,13,98,Normal
59,92,6,6,35,1.1,9,59,Normal
67,87,6,6,34,1.2,13,64,Normal
76,144,5,5,27,1.3,10,73,Normal
75,264,6,6,120,1.3,17,68,Normal
79,288,8,7,104,1.4,17,77,Normal
73,219,7,7,110,1.2,13,69,Normal
81,105,7,8,34,1.4,16,78,Normal
102,242,6,6,104,1.7,18,100,Normal
80,222,7,7,53,1.5,18,79,Normal
68,111,7,7,29,1.2,15,63,Normal
156,244,6,7,111,2.7,17,138,Normal
104,150,7,6,47,1.8,15,101,Normal
60,75,6,6,38,1.1,13,59,Normal
111,210,6,6,66,2,12,105,Normal
66,130,6,6,37,1.2,12,62,Normal
68,142,7,8,63,1.2,20,68,Normal
73,131,8,8,40,1.4,20,63,Normal
77,98,7,7,40,1.4,16,74,Normal
86,167,7,7,58,1.6,14,77,Normal
82,149,7,7,77,1.4,19,78,Normal
82,157,6,6,47,1.5,19,77,Normal
107,333,6,7,91,200,19,102,Normal
100,250,6,6,78,1.8,12,97,Normal
431,1733,8,8,236,7.4,12,421,Normal
213,762,6,7,146,3.7,11,209,Normal
67,188,6,6,44,1.2,10,66,Normal
35,91,6,6,22,0.7,10,38,Normal
63,288,6,6,80,1.2,12,67,Normal
83,387,6,6,145,1.6,12,88,Normal
56,107,5,6,28,1.1,12,61,Normal
82,279,6,6,114,1.4,11,81,Normal
122,386,7,7,150,2.1,17,119,Normal
119,280,6,7,85,2.1,14,115,Normal
108,244,7,6,114,1.9,16,90,Normal
95,260,7,7,74,1.7,18,96,Normal
95,131,7,7,45,1.7,18,85,Normal
81,186,6,6,58,1.5,14,72,Normal
90,192,6,6,74,1.5,14,82,Normal
101,148,7,7,43,1.8,12,100,Normal
107,211,8,8,88,1.9,15,107,Normal
67,117,6,6,41,1.2,13,58,Normal
39,91,6,6,28,0.7,10,39,Normal
80,195,6,6,82,1.4,10,80,Normal
109,208,6,6,68,2,12,104,Normal
130,421,6,6,153,2.3,11,128,Normal
154,545,6,6,172,2.7,12,150,Normal
124,250,7,7,83,2.3,15,117,Normal
140,424,7,6,189,2.5,16,139,Normal
116,193,6,6,60,2.1,16,115,Normal
101,349,6,6,127,1.8,16,97,Normal
88,245,6,6,78,1.6,11,82,Normal
100,178,6,6,125,1.8,11,96,Normal
87,163,7,6,72,1.6,14,80,Normal
101,202,6,6,81,1.8,14,99,Normal
52,109,6,6,21,0.9,9,51,Normal
51,79,6,6,41,0.9,13,49,Normal
70,156,6,6,77,1.3,19,64,Normal
47,115,5,5,38,0.9,13,42,Normal
53,118,5,5,30,0.9,7,51,Normal
114,303,6,6,103,2.1,10,111,Normal
101,376,5,5,102,1.7,10,97,Normal
61,228,5,5,194,1.1,9,57,Normal
56,73,6,6,22,1,10,52,Normal
57,123,6,5,92,1,10,51,Normal
47,98,7,7,31,0.9,11,43,Normal
116,264,7,7,94,2.1,13,113,Normal
162,396,7,7,140,2.9,12,159,Normal
185,450,7,7,226,3.3,19,175,Normal
117,299,6,6,117,2.1,11,111,Normal
77,144,6,6,40,1.4,12,74,Normal
86,127,6,6,45,1.5,10,79,Normal
119,315,6,6,129,2.1,12,113,Normal
134,317,7,7,120,2.4,23,121,Normal
69,81,6,6,24,1.3,13,65,Normal
77,112,6,6,49,1.3,10,75,Normal
46,71,6,6,28,0.9,10,45,Normal
60,114,6,6,30,1.1,11,52,Normal
78,172,6,6,74,1.4,11,75,Normal
51,113,6,6,49,0.9,14,51,Normal
84,123,6,6,55,1.5,14,83,Normal
69,92,6,6,33,1.3,13,66,Normal
61,83,6,6,43,1.1,14,61,Normal
84,169,5,6,64,1.5,11,84,Normal
121,213,7,7,74,2.1,14,117,Normal
117,250,6,6,138,2,14,105,Normal
119,260,7,7,74,2.1,15,113,Normal
110,211,7,7,72,2,11,112,Normal
110,192,7,7,66,2,18,107,Normal
74,143,6,6,45,1.3,20,68,Normal
121,276,6,6,105,2.1,11,115,Normal
239,794,6,7,274,4.2,12,243,Normal
145,515,6,6,314,2.6,14,143,Normal
169,644,7,7,246,3,16,167,Normal
140,399,8,8,167,2.7,18,150,Normal
147,325,6,6,148,2.8,15,155,Normal
98,219,6,6,101,1.9,12,100,Normal
115,183,6,6,61,2.1,13,117,Normal
78,198,6,6,77,1.5,15,81,Normal
72,165,6,7,78,1.4,17,76,Normal
71,107,7,7,36,1.4,17,77,Normal
89,249,6,6,64,1.8,12,92,Normal
100,240,7,8,83,2,13,107,Normal
90,188,6,6,81,1.7,13,89,Normal
62,113,6,6,34,1.1,13,65,Normal
87,142,6,6,48,1.6,15,94,Normal
65,90,6,6,24,1.2,12,65,Normal
60,66,7,7,23,1.2,14,68,Normal
49,70,7,7,38,1.1,15,57,Normal
63,106,6,6,35,1.3,16,68,Normal
78,130,6,6,39,1.5,9,78,Normal
78,126,6,6,47,1.5,11,74,Normal
50,100,6,6,39,100,11,54,Normal
64,176,6,6,85,1.2,13,69,Normal
51,71,6,6,23,1,17,58,Normal
59,225,5,6,33,1.2,8,66,Normal
67,366,6,6,80,1.4,12,77,Normal
74,228,6,5,83,1.4,8,76,Normal
59,98,6,6,37,1.1,10,60,Normal
43,63,6,6,18,0.8,12,43,Normal
60,105,5,5,50,1,11,59,Normal
55,73,5,5,23,1,9,54,Normal
55,94,5,6,19,1,8,52,Normal
112,223,5,6,100,2,11,109,Normal
103,219,6,6,98,1.8,11,101,Normal
84,146,6,6,61,1.5,11,82,Normal
73,154,7,6,57,1.3,16,70,Normal
78,191,6,6,83,1.4,9,67,Normal
100,284,6,6,82,1.8,11,96,Normal
121,494,6,7,165,2.2,14,118,Normal
104,213,7,7,68,1.9,13,103,Normal
143,328,7,7,101,2.5,19,140,Normal
83,265,6,6,91,1.5,15,82,Normal
47,94,8,8,41,0.9,33,46,Normal
52,78,8,8,27,1,33,52,Normal
40,95,5,5,33,0.7,9,38,Normal
55,73,6,6,29,100,20,53,Normal
63,108,6,6,47,1.2,20,63,Normal
67,110,6,6,56,1.4,10,65,Normal
60,157,6,6,45,1.3,13,68,Normal
87,116,6,6,57,1.6,13,87,Normal
37,58,6,6,16,0.7,10,37,Normal
58,135,5,5,52,1,7,56,Normal
58,163,5,5,63,1.1,7,53,Normal
81,210,5,5,55,1.5,10,75,Normal
66,162,6,6,37,1.3,7,66,Normal
187,494,5,5,106,3.2,9,180,Normal
229,923,6,6,213,4,12,217,Normal
244,798,5,5,184,4.1,14,225,Normal
279,1095,5,5,123,4.7,14,267,Normal
171,515,6,6,68,2.9,12,169,Normal
50,62,6,6,17,1,10,53,Normal
77,101,7,7,44,1.4,12,75,Normal
81,132,7,7,58,1.4,15,81,Normal
144,301,7,7,125,2.5,15,140,Normal
113,266,8,8,100,2,15,111,Normal
83,150,6,6,75,1.4,12,80,Normal
65,120,5,5,54,1.2,9,61,Normal
61,64,5,5,26,1.1,11,61,Normal
87,123,7,7,41,1.5,15,87,Normal
81,146,6,6,52,1.4,14,79,Normal
62,108,5,5,44,1.1,8,60,Normal
67,103,6,6,43,1.2,10,63,Normal
71,195,6,6,57,1.3,10,62,Normal
64,123,5,5,55,1.2,9,66,Normal
35,64,6,6,25,0.6,14,36,Normal
37,56,6,6,15,0.6,18,36,Normal
56,83,6,6,31,1,10,56,Normal
90,311,5,6,118,1.6,8,88,Normal
54,116,6,6,55,100,9,51,Normal
41,58,5,5,19,0.7,9,33,Normal
47,66,6,6,17,0.8,12,44,Normal
72,207,6,6,137,1.3,12,70,Normal
83,147,7,7,35,1.4,13,82,Normal
57,103,7,7,39,1,12,57,Normal
30,282,6,6,9,0.6,10,18,Normal
54,123,6,5,39,1,10,49,Normal
56,88,5,5,45,1,7,52,Normal
54,135,5,5,62,0.9,11,54,Normal
79,273,7,7,123,1.4,14,79,Normal
117,392,7,7,152,2.1,16,122,Normal
115,373,7,7,50,2.1,17,115,Normal
129,405,7,7,142,2.3,18,132,Normal
68,109,6,7,52,1.3,13,68,Normal
91,196,7,7,98,1.6,12,85,Normal
57,96,5,5,62,1,8,57,Normal
39,59,6,5,17,0.7,12,39,Normal
100,459,5,5,58,1.8,8,91,Normal
102,188,5,5,81,1.8,7,102,Normal
77,212,6,6,51,1.4,13,76,Normal
116,373,7,8,74,4.4,16,241,Normal
55,199,8,9,80,3.8,15,215,Normal
97,324,6,6,108,1.7,13,96,Normal
118,620,6,6,212,2.2,13,114,Normal
93,260,6,6,76,1.7,12,90,Normal
166,393,6,6,281,2.9,15,164,Normal
80,136,6,7,47,1.4,12,77,Normal
49,108,5,5,47,0.9,13,46,Normal
109,197,8,8,117,1.9,10,109,Normal
71,136,7,7,43,1.2,10,71,Normal
114,201,6,6,72,2,13,107,Normal
57,86,6,6,26,1,13,56,Normal
60,115,6,6,57,1.1,14,58,Normal
66,128,6,6,51,1.2,13,57,Normal
125,242,6,6,145,2.2,15,118,Normal
77,156,6,6,48,1.4,15,76,Normal
78,231,6,6,67,1.4,12,74,Normal
104,359,6,6,227,1.8,9,89,Normal
72,282,6,6,134,1.3,9,62,Normal
83,184,6,6,85,1.5,13,81,Normal
83,164,6,6,59,1.5,13,83,Normal
171,295,7,7,183,3,12,171,Normal
91,270,7,6,100,1.6,11,87,Normal
62,180,6,6,65,1.1,9,56,Normal
101,234,6,6,79,1.7,14,99,Normal
66,104,7,7,40,1.2,10,65,Normal
70,125,6,6,49,1.3,10,70,Normal
96,198,6,6,64,1.7,11,93,Normal
150,305,6,6,132,2.6,15,144,Normal
114,234,8,8,81,2,16,110,Normal
77,178,6,6,73,1.4,14,76,Normal
121,299,6,6,102,2.2,11,121,Normal
115,388,6,6,176,2.1,13,112,Normal
83,320,7,7,180,1.5,10,82,Normal
60,115,6,6,31,1.1,13,58,Normal
69,481,6,6,153,1.2,7,65,Normal
95,461,6,6,189,1.7,8,92,Normal
104,210,5,5,88,1.9,8,104,Normal
64,126,6,6,50,1.2,13,59,Normal
39,87,6,5,35,0.7,13,39,Normal
65,146,6,6,51,1.2,10,65,Normal
41,70,6,5,27,0.8,9,41,Normal
61,98,5,5,24,1.1,10,54,Normal
65,150,6,6,45,1.2,11,58,Normal
56,136,7,7,69,1,13,51,Normal
41,68,6,7,20,0.7,15,41,Normal
83,120,6,6,45,1.4,15,77,Normal
50,99,6,6,40,0.9,8,50,Normal
38,67,5,6,21,0.7,11,38,Normal
39,64,5,5,31,0.7,8,39,Normal
44,83,5,5,27,0.8,8,44,Normal
58,111,6,7,29,1,9,54,Normal
53,94,6,6,36,100,9,49,Normal
81,151,6,6,113,1.4,9,79,Normal
68,102,6,7,31,1.2,14,67,Normal
57,90,6,6,40,1.1,11,55,Normal
61,87,7,6,25,1.1,14,54,Normal
54,104,6,6,36,100,11,47,Normal
65,98,6,6,29,1.2,13,63,Normal
55,140,5,6,36,1.1,12,58,Normal
55,206,5,5,40,1.1,11,56,Normal
65,300,5,6,45,1.1,9,57,Normal
53,94,6,6,28,100,13,54,Normal
63,101,6,6,32,1.2,13,60,Normal
44,77,5,6,34,0.8,13,45,Normal
54,110,7,7,49,1,15,52,Normal
46,77,6,7,24,0.9,13,45,Normal
31,60,5,5,15,0.6,7,25,Normal
44,97,6,5,37,0.8,8,42,Normal
66,90,5,5,41,1.2,7,66,Normal
36,56,7,6,23,0.7,15,34,Normal
72,112,6,6,43,1.3,9,62,Normal
127,280,6,6,126,2.2,9,117,Normal
88,190,6,6,86,1.5,14,88,Normal
78,106,5,6,42,1.4,10,78,Normal
60,118,5,6,65,1.1,9,56,Normal
70,136,6,6,51,1.2,13,68,Normal
71,89,6,6,35,1.2,13,71,Normal
75,264,6,6,42,1.4,10,68,Normal
75,320,6,7,53,1.4,14,64,Normal
88,247,6,6,160,1.6,14,86,Normal
51,88,6,6,30,100,11,51,Normal
60,115,6,6,53,1,13,59,Normal
172,333,6,6,111,3,15,165,Normal
123,203,6,6,81,2.1,15,121,Normal
56,80,6,6,32,1,13,51,Normal
28,32,7,7,7,0.6,16,26,Normal
41,196,6,7,186,0.8,17,41,Normal
83,152,5,5,94,1.5,11,81,Normal
45,82,5,6,24,0.8,8,45,Normal
64,113,5,5,26,1.2,7,64,Normal
93,212,6,6,108,1.6,11,92,Normal
42,78,6,6,37,0.8,9,42,Normal
77,124,5,5,44,1.4,11,72,Normal
138,343,6,6,129,2.4,13,129,Normal
104,295,6,6,123,1.8,11,104,Normal
71,141,6,7,58,1.3,15,65,Normal
53,119,7,7,53,100,14,42,Normal
55,94,6,6,47,1,14,52,Normal
45,96,5,5,38,0.8,9,45,Normal
63,125,6,6,79,1.1,12,58,Normal
35,47,6,5,16,0.6,10,33,Normal
23,52,5,5,17,0.5,7,23,Normal
78,120,6,6,36,1.4,11,76,Normal
87,142,6,6,48,1.6,9,86,Normal
79,108,5,5,44,1.4,8,79,Normal
51,105,6,6,35,0.9,7,46,Normal
65,149,6,6,44,1.2,6,64,Normal
70,117,6,6,51,1.3,15,68,Normal
82,168,7,7,74,1.5,15,79,Normal
62,122,7,7,38,1.1,13,59,Normal
64,115,5,6,58,1.1,10,63,Normal
89,112,6,6,52,1.6,18,74,Normal
72,143,6,6,45,1.4,18,61,Normal
48,99,6,6,38,0.9,9,44,Normal
19,31,6,6,10,0.4,13,19,Normal
42,80,6,6,15,0.8,13,41,Normal
172,313,7,7,101,3.2,14,169,Normal
105,148,7,7,63,2,14,103,Normal
69,101,6,6,36,1.3,10,66,Normal
47,60,6,6,16,0.9,13,44,Normal
100,143,6,6,64,1.8,13,97,Normal
84,155,6,6,44,1.5,14,76,Normal
72,293,6,6,100,1.3,11,62,Normal
53,97,6,5,44,1,12,49,Normal
55,115,5,5,40,1,13,55,Normal
54,89,6,6,31,100,12,55,Normal
43,75,5,5,18,0.8,7,43,Normal
91,280,6,6,122,1.6,12,78,Normal
68,137,6,6,49,1.3,15,61,Normal
94,271,7,7,251,1.6,14,88,Normal
64,82,6,6,31,1.2,14,62,Normal
51,111,6,6,34,100,13,50,Normal
58,77,6,6,38,1.1,15,58,Normal
45,60,6,6,16,0.9,15,43,Normal
66,95,7,7,37,1.2,29,61,Normal
60,102,6,6,42,1,16,60,Normal
74,129,7,7,55,1.4,18,71,Normal
65,99,6,6,29,1.2,11,56,Normal
57,178,6,6,89,1.1,12,52,Normal
56,219,6,6,97,1,13,53,Normal
47,62,6,6,21,0.9,10,45,Normal
43,69,5,5,22,0.8,7,42,Normal
62,125,5,5,46,1.1,10,60,Normal
57,65,6,6,24,1.1,13,55,Normal
44,51,5,5,21,0.8,7,44,Normal
76,141,5,5,62,1.4,10,76,Normal
78,200,5,5,86,1.4,9,76,Normal
75,238,5,5,89,1.3,9,75,Normal
70,100,6,5,35,1.3,9,65,Normal
28,31,6,6,9,0.6,9,24,Normal
34,63,5,5,22,0.6,11,32,Normal
68,88,7,7,35,1.2,18,67,Normal
56,90,6,6,30,1,15,56,Normal
42,93,5,5,46,0.8,10,42,Normal
63,127,6,6,67,1.1,13,61,Normal
45,77,7,7,21,0.8,11,45,Normal
74,118,6,6,34,1.4,13,70,Normal
123,196,6,6,87,2.2,13,121,Normal
88,154,5,5,29,1.5,7,87,Normal
112,285,6,6,224,200,8,103,Normal
77,143,5,5,55,1.4,13,70,Normal
67,117,6,6,53,1.2,16,64,Normal
60,99,8,8,48,1.1,17,52,Normal
45,63,5,5,22,0.9,8,42,Normal
56,87,5,5,30,1,10,56,Normal
53,103,6,6,24,1,12,48,Normal
130,287,6,6,186,2.3,15,121,Normal
63,399,6,7,187,1.2,13,63,Normal
75,201,6,6,99,1.3,10,74,Normal
89,170,6,6,61,1.6,12,85,Normal
51,84,5,5,21,0.9,9,45,Normal
61,111,6,6,27,1.1,16,59,Normal
68,202,7,7,84,1.2,16,62,Normal
51,85,5,5,29,0.9,16,46,Normal
46,65,6,6,15,0.9,29,44,Normal
58,83,6,6,23,1.1,15,56,Normal
35,69,6,6,16,0.7,14,30,Normal
44,73,5,5,37,0.8,9,36,Normal
48,78,6,6,30,0.9,11,41,Normal
39,93,8,9,85,0.8,17,38,Normal
55,82,7,7,20,1,18,50,Normal
80,128,6,6,41,1.5,15,76,Normal
536,2551,6,6,416,9.1,16,491,Normal
82,125,5,5,64,1.5,8,79,Normal
42,71,5,5,24,0.7,9,42,Normal
44,110,6,7,73,0.8,10,44,Normal
47,73,7,7,19,0.9,13,47,Normal
50,99,6,5,35,0.9,14,50,Normal
90,141,6,6,40,1.6,16,85,Normal
114,170,6,6,84,2.1,13,111,Normal
57,85,6,6,37,1.1,10,57,Normal
65,109,7,6,45,1.2,14,65,Normal
73,90,7,6,43,1.3,14,73,Normal
73,141,6,6,63,1.3,8,72,Normal
52,150,6,6,45,0.9,14,52,Normal
87,153,6,6,62,1.5,11,78,Normal
77,128,7,7,48,1.4,13,72,Normal
64,88,6,6,40,1.1,8,64,Normal
37,82,6,6,27,0.7,9,37,Normal
58,166,7,7,78,1.1,10,54,Normal
34,66,7,6,23,0.6,10,34,Normal
56,105,7,7,20,1.1,14,56,Normal
120,473,7,7,189,2.1,16,120,Normal
70,120,6,6,39,1.2,10,70,Normal
118,174,6,6,52,2.1,9,118,Normal
126,244,6,6,79,2.2,10,126,Normal
81,165,5,5,69,1.4,10,80,Normal
62,108,6,5,38,1.1,12,62,Normal
86,125,6,6,62,1.5,13,84,Normal
57,71,6,6,24,1,10,57,Normal
51,81,6,6,34,0.9,10,49,Normal
58,93,6,6,44,1.1,10,56,Normal
44,80,6,6,20,0.8,8,40,Normal
50,89,5,5,44,0.8,8,36,Normal
46,76,5,5,25,0.8,9,43,Normal
41,64,6,5,27,0.8,19,41,Normal
48,85,7,6,36,0.9,19,43,Normal
66,103,6,6,39,1.2,20,66,Normal
72,86,8,7,48,1.3,19,70,Normal
56,79,7,7,24,1.1,19,57,Normal
38,59,7,7,19,0.7,20,38,Normal
35,70,6,6,28,0.7,19,38,Normal
37,49,6,6,20,0.7,20,36,Normal
29,37,6,6,15,0.6,19,27,Normal
62,104,6,6,21,1.1,7,62,Normal
50,105,5,5,41,0.9,7,48,Normal
56,82,5,5,35,1.1,10,59,Normal
33,47,6,6,14,0.7,11,35,Normal
39,65,5,6,18,0.7,9,39,Normal
32,34,6,6,11,0.6,12,32,Normal
33,39,6,6,13,0.6,13,32,Normal
45,231,6,6,157,0.8,10,43,Normal
39,137,5,6,73,0.7,13,35,Normal
40,80,5,6,35,0.8,10,44,Normal
39,72,5,5,35,0.8,10,39,Normal
38,71,5,6,23,0.8,12,42,Normal
58,68,6,6,19,1.1,14,62,Normal
54,76,7,7,29,1,21,57,Normal
61,153,6,6,57,1.1,11,57,Normal
60,125,5,5,61,1,9,54,Normal
52,70,6,6,20,0.9,7,45,Normal
54,65,6,6,26,0.9,12,46,Normal
86,119,6,6,64,1.6,15,86,Normal
60,170,5,5,78,1.1,8,58,Normal
63,178,6,6,54,1.2,11,62,Normal
80,151,7,7,54,1.5,29,79,Normal
76,96,6,6,35,1.4,14,77,Normal
61,100,6,6,44,1.2,14,61,Normal
37,51,6,6,33,0.8,13,40,Normal
68,80,6,6,39,1.3,15,72,Normal
76,122,7,6,32,1.4,14,77,Normal
77,159,7,7,64,1.4,16,77,Normal
46,97,7,7,34,0.9,19,47,Normal
59,130,7,7,19,1.1,21,61,Normal
73,198,6,6,74,1.4,24,73,Normal
96,216,6,6,85,1.7,16,94,Normal
72,230,6,6,85,1.3,18,72,Normal
61,279,7,7,106,1.1,18,60,Normal
121,304,7,7,92,2.2,14,120,Normal
77,147,7,7,53,1.3,17,71,Normal
69,94,6,6,45,1.3,10,66,Normal
110,290,6,6,62,2,12,106,Normal
90,194,6,6,54,1.6,14,85,Normal
76,121,6,6,40,1.4,14,76,Normal
108,207,6,7,54,200,12,102,Normal
67,138,6,6,43,1.2,11,65,Normal
32,64,6,6,25,0.6,10,32,Normal
76,169,6,6,28,1.4,15,72,Normal
61,120,6,6,40,1.1,10,57,Normal
100,237,6,6,83,1.8,13,98,Normal
47,119,5,5,53,0.8,9,47,Normal
62,114,6,6,61,1.1,12,62,Normal
54,67,5,6,21,1,15,51,Normal
40,148,5,5,80,0.7,10,39,Normal
36,42,6,6,23,0.6,8,36,Normal
61,93,6,7,37,1.1,11,61,Normal
77,162,7,7,22,1.4,29,74,Normal
60,135,6,6,49,1,15,57,Normal
48,58,5,5,18,0.8,9,46,Normal
69,88,6,7,42,1.3,10,69,Normal
60,84,7,7,34,1.1,12,60,Normal
59,81,5,5,42,1,10,59,Normal
86,172,6,6,49,1.5,10,86,Normal
65,154,6,6,83,1.3,9,65,Normal
65,231,6,6,73,1.1,15,64,Normal
107,294,6,6,125,1.9,15,98,Normal
54,101,6,7,49,1,16,53,Normal
85,182,6,7,126,1.6,15,87,Normal
92,137,7,6,52,1.6,15,88,Normal
98,177,6,6,83,1.7,15,95,Normal
61,149,5,5,69,1.1,9,61,Normal
37,42,6,5,17,0.7,10,35,Normal
48,86,5,6,49,0.9,10,45,Normal
58,77,6,6,22,1.1,14,57,Normal
71,112,9,9,39,1.3,17,65,Normal
80,133,7,7,63,1.5,18,74,Normal
57,99,5,5,31,1,8,57,Normal
432,2010,6,6,292,7.4,15,399,Normal
144,764,6,6,100,2.5,16,138,Normal
89,192,5,6,52,1.6,12,85,Normal
43,57,5,6,16,0.8,11,40,Normal
34,69,5,5,26,0.6,10,31,Normal
78,173,6,6,73,1.4,10,72,Normal
51,164,6,6,43,0.9,10,46,Normal
71,157,7,7,54,1.2,16,68,Normal
93,160,8,8,44,1.7,29,92,Normal
